name,status,street,city,state,zip,phone,Latitude,Longitude,"Accuracy Score",Street,City,State,County,Zip
"Briana Koroscil",,"12152 N Rancho Viscoso Blvd","Oro Valley",AZ,85737,520-609-6058,32.452638,-110.97366,0.3," ","Oro Valley",AZ,,85755
"Brillare Academy Phoenix",,"15210 South 50Th Street",Phoenix,AZ,85044,480-940-5300,33.30661962,-111.97604726,1,"15210 S 50th St",Phoenix,AZ,"Maricopa County",85044
"Brillare Academy Scottsdale",,"15147 North Scottsdale Road",Scottsdale,AZ,85254,480-994-4222,33.578688773109,-111.92609523529,1,"15147 N Scottsdale Rd",Scottsdale,AZ,"Maricopa County",85254
"Britta Salon LLC","Eufora exclusive","10493 W Story Ridge Circle Suite 9","Sister Bay",WI,54234,612-810-8938,45.178293,-87.101748,0.33," ","Sister Bay",WI,"Door County",54234
"Brix The Salon","Eufora exclusive","11990 Kemper Rd",Auburn,CA,95603,530-885-2749,38.931156,-121.093657,1,"11990 Kemper Rd",Auburn,CA,"Placer County",95603
"Brooke York Studio","Eufora exclusive","142 North El Camino Real",Encinitas,CA,92024,760-803-8380,33.048069263158,-117.25970115789,1,"142 N El Camino Real",Encinitas,CA,"San Diego County",92024
"Bruce K Smith Salon","Eufora semi exclusive","1101 Foothill Blvd","La Canada",CA,91011,818-790-4480,33.670978,-116.259176,0.22," ","La Quinta",CA,"Riverside County",92253
"Bruno Salon",,"30598 Southfield Rd",Southfield,MI,48076,248-642-6622,42.516325449612,-83.223258883721,1,"30598 Southfield Rd",Southfield,MI,"Oakland County",48076
"Brush Off Beauty",,"405 Main Street","De Pere",WI,54115,"(920) 336-1294",44.447826183673,-88.073329204082,1,"405 Main St","De Pere",WI,"Brown County",54115
"Brush Salon And Spa","Eufora semi exclusive","59253 Van Dyke Ave","Washington Twnship",MI,48094,586-781-2500,42.768153,-83.039474,0.22," ",Washington,MI,"Macomb County",48095
"Brush Strokes","Eufora semi exclusive","711 Pine Street",Herndon,VA,20170,703-435-8002,38.970648773286,-77.384177461134,1,"711 Pine St",Herndon,VA,"Fairfax County",20170
"By The Strand","Eufora semi exclusive","4487 Weston Road",Weston,FL,33331,954-389-4888,26.199478183673,-80.352157897959,1,"4487 Weston Rd",Weston,FL,"Broward County",33326
"C Street Salon and Spa","Eufora exclusive","810 Caroline St",Fredericksburg,VA,22401,"(804) 410-2360",38.302037111154,-77.458768829582,1,"810 Caroline St",Fredericksburg,VA,"Fredericksburg city",22401
"Cala Renee",,"309 Rantoul St",Beverly,MA,1915,978-927-7500,42.551768285714,-70.882819,1,"309 Rantoul St",Beverly,MA,"Essex County",01915
"California Trends",,"525 N 3Rd Street  Ste 123",Jacksonville,FL,32250,"904 241-9945",30.34494,-81.683107,0.33," ",Jacksonville,FL,"Duval County",32236
Caljacks,"Eufora semi exclusive","2800 Valley Ave",Winchester,VA,22601,540-877-4662,39.150659539514,-78.187912750421,1,"2800 Valley Ave",Winchester,VA,"Winchester city",22601
"Camels Hairem",,"500 5Th Street",Lincoln,IL,62656,"(217) 735-5005",40.146924,-89.374826,1,"500 5th St",Lincoln,IL,"Logan County",62656
Capella,,"1470 New State Hwy Rte 4",Raynham,MA,2767,"(508) 821-2004",41.9367,-71.048941,0.33," ",Raynham,MA,"Bristol County",02767
"Capelli Bella",,"1593 Lake St","Lake City",PA,16423,814-774-5258,42.022444581197,-80.345197970085,0.8,"1593 Lake St","Lake City",PA,"Erie County",16423
Captiva,,"438 Us Route 1 Suite 3",Yarmouth,ME,4096,"207) 846-8839",43.798227,-70.171979,0.33," ",Yarmouth,ME,"Cumberland County",04096
"Carissima Salon","Eufora exclusive","2901 N Clark St",Chicago,IL,60657,773-935-7006,41.935535,-87.647103,1,"2901 N Clark St",Chicago,IL,"Cook County",60657
"Carlos Hair","Eufora semi exclusive","1110 W Genesse St",Syracuse,NY,13204,315-422-9523,43.076416,-76.109995,0.33," ",Syracuse,NY,"Onondaga County",13206
"Carly Steinborn","Eufora semi exclusive","6879 Bitternut Lane",Plainfield,IN,46168,317-989-0013,39.66026069697,-86.420326333333,1,"6879 Bitternut Ln",Plainfield,IN,"Hendricks County",46168
"Carnegie Park Salon","Eufora exclusive","2052 4Th Street",Livermore,CA,94550,925-243-9622,37.678898204082,-121.76963089796,1,"2052 4th St",Livermore,CA,"Alameda County",94550
Cartel,"Eufora semi exclusive","1921 N Tustin Ave",Tustin,CA,92705,714-543-9441,33.7297228,-117.83414,1,"1921 N Tustin Ave","Santa Ana",CA,"Orange County",92705
"Casey Colt At Zen Hair Studio",,"42 E   Wellesley",Spokane,WA,99207,509-270-6607,47.629296,-117.254657,0.33," ",Spokane,WA,"Spokane County",99206
"Cass And Company",,"7374 Business Center Drive",Avon,IN,46123,"(317) 272-3770",39.764395,-86.403457,0.33," ",Avon,IN,"Hendricks County",46123
Cassandra,,"225 Dw Highway",Nashua,NH,3060,603-888-3300,42.764452,-71.462896857143,1,"225 Dw Hwy",Nashua,NH,"Hillsborough County",03064
"Catherine Lott Center Of New Concepts",,"3833 Jurupa Avenue",Riverside,CA,92506,951-662-9758,33.960952,-117.3927588,1,"3833 Jurupa Ave",Riverside,CA,"Riverside County",92506
"Catherines Studio","Eufora semi exclusive","37603 Arlington Dr",Willoughby,OH,44094,440-953-0663,41.62641644898,-81.413120326531,1,"37603 Arlington Dr",Willoughby,OH,"Lake County",44094
"Cathys Beauty Salon",,"26411 Lippert Rd",Cochranton,PA,16314,814-425-2218,41.56981939548,-80.010873073446,1,"26411 Lippert Rd",Cochranton,PA,"Crawford County",16314
"Cathys Beauty Salon",,"620 State St",Meadville,PA,16335,814-336-1202,41.640434636364,-80.142414,1,"620 State St",Meadville,PA,"Crawford County",16335
"Celebrity Salon",,"1041 Chicago Avenue",Evanston,IL,60202,"(847) 424-9006",42.03679955102,-87.679942163265,1,"1041 Chicago Ave",Evanston,IL,"Cook County",60202
"Celina Roell At Studio C Salon",,"455 5Th Street",Solvang,CA,93463,805-245-1065,34.596043,-120.145192,1,"455 5th St",Solvang,CA,"Santa Barbara County",93463
"Charisma Salon","Eufora semi exclusive","406 State St",Erie,PA,16501,814-456-9222,42.130542510204,-80.085940734694,1,"406 State St",Erie,PA,"Erie County",16501
"Charles Preston Salon","Eufora semi exclusive","602 Main Street",Lindonville,VT,5851,802-626-4111,44.5351,-72.056557,0.22," ",Lyndonville,VT,"Caledonia County",05851
"Chelson B Salon Center","Eufora semi exclusive","2606 Ward Ave",Lacrosse,WI,54601,608-788-2875,43.853763,-91.246238,0.22," ","La Crosse",WI,"La Crosse County",54603
"Cheri Voss Salon And Spa",,"1633 Giasco Turnpike",Woodstock,NY,12498,845-649-2138,42.04136,-74.11762,0.33," ",Woodstock,NY,"Ulster County",12498
"Cheryl Schow At Salon Que",,"4500 North Highway 38","Brigham City",UT,84302,435-232-6638,40.645952,-112.737701,0.18," ",Burmester,UT,"Tooele County",84029
"Chic Salon",,"13035 South Lagrange Road","Palos Park",IL,60464,"(708) 923-1100",41.66725,-87.83033,0.33," ","Palos Park",IL,"Cook County",60464
"Chicago Avenue Salon",,"1941 West Chicago Avenue",Chicago,IL,60622,"(312) 421-0336",41.895926,-87.676135,1,"1941 W Chicago Ave",Chicago,IL,"Cook County",60622
"Christian Roys Salon","Eufora semi exclusive","40 Currier St","White River Jct",VT,5088,802-295-3900,43.592039,-72.588407,0.22," ","White River Junction",VT,"Windsor County",05009
"Christinas Hair Design",,"2579 S Queen Street",York,PA,17402,717-741-9870,39.909563166667,-76.681315166667,1,"2579 S Queen St",York,PA,"York County",17402
"Christine Wiseman At Studio 55",,"1426 East Roseville Parkway Studio 104",Roseville,CA,95661,916-765-9367,38.779875,-121.335559,0.33," ",Roseville,CA,"Placer County",95747
"Christophers Salon","Eufora semi exclusive","127 Ghent Rd Merchants Square",Fairlawn,OH,44333,330-867-3603,41.127833,-81.609844,0.3," ",Fairlawn,OH,"Summit County",44333
"Chroma K8 Btq",,"5425 N Lincoln Ave",Chicago,IL,60625,773-654-3961,41.979639,-87.692704,1,"5425 N Lincoln Ave",Chicago,IL,"Cook County",60625
"Chromatics Hair Design","Eufora exclusive","425 W 10Th",Erie,PA,16502,814-4524766,42.048568,-80.027928,0.33," ",Erie,PA,"Erie County",16509
"Chrysalis Beauty In Transition","Eufora semi exclusive","5402 Fulton Rd Nw",Canton,OH,44718,330-244-9215,40.85355625641,-81.450123307692,1,"5402 Fulton Rd NW",Canton,OH,"Stark County",44718
"Chrysalis Hair Designs","Eufora exclusive","1285 Cherry Valley Rd",Granville,OH,43023,740-522-3111,40.048971,-82.539941,0.33," ",Granville,OH,"Licking County",43023
"Chrysalis Salon",,"1178 Alice Dr","Green Bay",WI,54304,"(920) 661-0016",44.475208868895,-88.010068061697,1,"1178 Alice Dr","Green Bay",WI,"Brown County",54311
"Ciao Bella Salon","Eufora semi exclusive","13541 Waterford Pl",Midlothion,VA,23112,804-491-3337,37.538846,-77.679628,0.22," ",Midlothian,VA,"Chesterfield County",23113
"Cielo Salon",,"466 North Coast Highway 101",Encinitas,CA,92024,760-942-4356,33.05710955102,-117.29855469388,1,"466 N Coast Highway 101",Encinitas,CA,"San Diego County",92024
"Cielo Salon And Spa","Eufora semi exclusive","1550 W Horizon Ridge Pkwy J",Henderson,NV,89012,702-942-4400,36.039297,-114.928019,0.33," ",Henderson,NV,"Clark County",89015
"Circle Square Salon","Eufora semi exclusive","305 North Robinson St",Richmond,VA,23220,804-355-9317,37.555780879286,-77.470936369333,1,"305 N Robinson St",Richmond,VA,"Richmond city",23220
"Classic Elegance","Eufora semi exclusive","515 Old Swede Rd",Douglassville,PA,19518,610-385-6685,40.270122,-75.724749,1,"515 Old Swede Rd",Douglassville,PA,"Berks County",19518
"Classic Image Spa And Salon",,"146 Smallwood Village Center",Waldorf,MD,20601,301-843-8434,38.602737,-76.902671,1,"146 Smallwood Village Ctr",Waldorf,MD,"Charles County",20602
"Classic Trends",,"18 S Minnesota St","New Ulm",MN,56073,"(507) 227-1203",44.313104333333,-94.4587835,1,"18 S Minnesota St","New Ulm",MN,"Brown County",56073
Clippers,,"1351 Monterey Street","San Luis Obispo",CA,93401,805-783-2887,35.284721346939,-120.65657697959,1,"1351 Monterey St","San Luis Obispo",CA,"San Luis Obispo County",93401
"Clippings At 19Th","Eufora semi exclusive","8790 19Th St","Alta Loma",CA,91701,909-987-9974,34.132621489796,-117.61601755102,1,"8790 19th St","Alta Loma",CA,"San Bernardino County",91701
"Clippings Hair Design","Eufora semi exclusive","7201 Archibald Ave Suite 6","Alta Loma",CA,91701,909-987-9970,34.122844461538,-117.59350746154,1,"7201 Archibald Ave","Alta Loma",CA,"San Bernardino County",91701
"Coco Leigh Hair ",,"9 Red Pump Rd","Bel Air ",MD,21014,"(443) 787-4152",39.55714755102,-76.371797408163,1,"9 Red Pump Rd","Bel Air",MD,"Harford County",21014
"Cody Rose","Eufora exclusive","18009 Sky Park Circle Suite D",Irvine,CA,92614,949-261-1966,33.689264010204,-117.85536930612,1,"18009 Sky Park Cir",Irvine,CA,"Orange County",92614
"Cole Street Salon","Eufora semi exclusive","2388 Cole Street",Birmingham,MI,48009,248-645-2653,42.540150221106,-83.195525070352,1,"2388 Cole St",Birmingham,MI,"Oakland County",48009
"Color By Numbers","Eufora semi exclusive","18105 Detroit Rd",Lakewood,OH,44107,216-221-3306,41.48395937037,-81.823881925926,1,"18105 Detroit Rd",Lakewood,OH,"Cuyahoga County",44107
"Color Roxx Salon And Spa","Eufora semi exclusive","101 Louviers Drive",Newark,DE,19711,302-453-1113,39.665662,-75.719349,0.33," ",Newark,DE,"New Castle County",19713
"Contempory Hairstyles",,"320 Ross Ave Unit 4",Schofield,WI,54476,"(715) 359-2293",44.914004906977,-89.60626627907,1,"320 Ross Ave",Schofield,WI,"Marathon County",54476
"Contours Day Spa","Eufora semi exclusive","1701 Tullamore Ave Suite C",Bloomington,IL,61701,309-662-7727,40.490224977273,-88.960127204545,1,"1701 Tullamore Ave",Bloomington,IL,"McLean County",61701
"Coppertree Salon Llc","Eufora semi exclusive","550 North State Street",Ephrata,PA,17522,"(717) 733-9282",40.18538871875,-76.1687230625,1,"550 N State St",Ephrata,PA,"Lancaster County",17522
"Cortos Salon","Eufora semi exclusive","820 Abbott Rd","South Buffalo",NY,14220,716-825-1576,,,0,,,,,
"Couture Salon",,"1460 Meriden Waterbury Rd",Plantsville,CT,6479,860-863-5660,41.564754638298,-72.893161638298,1,"1460 Meriden Waterbury Rd",Plantsville,CT,"Hartford County",06479
"Couture Salon And Spa",,"14536 Whittier Blvd",Whittier,CA,90605,562-360-1445,33.9534575,-118.0157105,1,"14536 Whittier Blvd",Whittier,CA,"Los Angeles County",90605
"Coventina Day Spa",,"10747 Rt 19",Waterford,PA,16441,814-796-9038,41.970601,-79.997581,0.33," ",Waterford,PA,"Erie County",16441
"Crazy Horse",,"1542 Us 41 Bypass",Venice,FL,34293,"941 497-5300",27.090034,-82.370028,0.33," ",Venice,FL,"Sarasota County",34292
"Creative Design Studio","Eufora exclusive","2237 Old Emmorton Road","Bel Air",MD,21015,410-515-9700,39.495650813953,-76.323201186047,1,"2237 Old Emmorton Rd","Bel Air",MD,"Harford County",21015
"Creative Edge","Eufora exclusive","6320 5 Mile Ctr Park Suite313",Fredericksburg,VA,22407,"(540) 785-3754",37.803137000006,-77.624364000012,1,"6320 5 Mile Ctr Park",Fredericksburg,VA,"Fredericksburg city",22407
"Creative Images","Eufora semi exclusive","175 Main St",Thomaston,ME,4861,207-354-2755,44.077886333333,-69.190361333333,1,"175 Main St",Thomaston,ME,"Knox County",04861
"Creative Solutions Megan Crawford",,"510 W Pierce St",Alexandria,IN,46001,"(765) 729-3751",40.274018100671,-85.678170087248,1,"510 W Pierce St",Alexandria,IN,"Madison County",46001
"Crimson Chic Salon",,"171 W Market St","San Diego",CA,92101,619-231-2442,32.711465857143,-117.16403,1,"171 W Market St","San Diego",CA,"San Diego County",92101
"Crimson Renee Salon","Eufora exclusive","3458 Navarre Ave",Oregon,OH,43616,419-693-2010,41.63707741791,-83.466170253731,1,"3458 Navarre Ave",Oregon,OH,"Lucas County",43616
"Curb Appeal","Eufora semi exclusive","518 South 10Th",Omaha,NE,68102,402-345-0404,41.211348,-95.950312,0.33," ",Omaha,NE,"Douglas County",68107
"Curl Up And Dye",,"2302 East Little Creek Rd",Norfolk,VA,23518,"(757) 583-5834",36.916174402051,-76.219471230195,1,"2302 E Little Creek Rd",Norfolk,VA,"Norfolk city",23518
"Current Salon By Nese","Eufora semi exclusive","20691 Ashburn Rd Unit 135",Ashburn,VA,20147,703-724-9444,39.045010749299,-77.487883434335,1,"20691 Ashburn Rd",Ashburn,VA,"Loudoun County",20147
"Cut Ups","Eufora semi exclusive","323 Gorden Drive",Exton,PA,19341,"(610) 363-8664",40.060916940299,-75.650635134328,1,"323 Gorden Dr",Exton,PA,"Chester County",19341
"Cutt Company",,"3500 Bernal Avenue",Pleasanton,CA,94566,925-462-6907,37.661203,-121.857487,1,"3500 Bernal Ave",Pleasanton,CA,"Alameda County",94566
"Cutting Lounge","Eufora exclusive","11601 Harbour Pointe Blvd",Mukilteo,WA,98275,425-315-9959,47.893727,-122.311501,1,"11601 Harbour Pointe Blvd",Mukilteo,WA,"Snohomish County",98275
"Cyd And Friends","Eufora exclusive","2121 Randolph","St Paul",MN,55116,"(651) 698-8804",,,0,,,,,
"Daisys Salon And Body Btq","Eufora exclusive","14 North Ast St",Frederick,MD,21701,301-695-1515,39.40886,-77.410008,0.33," ",Frederick,MD,"Frederick County",21705
"Dani Bs Studio For Hair",,"4308 North Saginaw Rd",Midland,MI,48640,989-486-8221,43.641240160804,-84.278913115578,1,"4308 N Saginaw Rd",Midland,MI,"Midland County",48640
"Darae S Salon And Spa",,"3389 Minnesota Drive",Anchorage,AK,99503,907-272-3446,61.190234591837,-149.91306273469,1,"3389 Minnesota Dr",Anchorage,AK,"Anchorage Municipality",99503
"Dawn Kinney At Cutt Company",,"3500 Bernal Avenue Suitek 165",Pleasanton,CA,94566,925-759-4566,37.646081,-121.862128,0.33," ",Pleasanton,CA,"Alameda County",94566
"De Franco Spagnolo",,"1345 Old Northern Blvd",Roslyn,NY,11576,516-625-2933,40.8007955,-73.648245,1,"1345 Old Northern Blvd",Roslyn,NY,"Nassau County",11576
"De Franco Spagnolo",,"156 Middleneck Road","Great Neck",NY,11024,516-466-6752,40.784161,-73.720576,1,"156 Middleneck Rd","Great Neck",NY,"Nassau County",11021
"De Stefanos Salon",,"2890 Pio Pico Drive Suite 203",Carlsbad,CA,92008,760-720-4247,33.167024020134,-117.34365598658,1,"2890 Pio Pico Dr",Carlsbad,CA,"San Diego County",92008
"Debra Lee",,"44 Main St",Charlestown,MA,2129,617-309-7071,42.374605486486,-71.063772567568,1,"44 Main St",Charlestown,MA,"Suffolk County",02129
"Debra Owens  Gloss Studio","Eufora exclusive","1641 North Sahuara Avenue",Tucson,AZ,85712,520-245-2965,32.2434,-110.866677,1,"1641 N Sahuara Ave",Tucson,AZ,"Pima County",85712
"Deja Vu Hair Design","Eufora semi exclusive","8645 Belair Road",Kingsville,MD,21087,410-529-7066,39.561221571429,-76.363751714286,1,"8645 Belair Rd",Kingsville,MD,"Baltimore County",21087
"Del Beauty Box","Eufora exclusive","910 Camino Del Mar","Del Mar",CA,92014,858-776-4950,32.95949,-117.26531,0.33," ","Del Mar",CA,"San Diego County",92014
"Denise Valdez",,"134 West 1180 North",Tooele,UT,84074,435-850-8328,40.53078,-112.29828,0.33," ",Tooele,UT,"Tooele County",84074
"Denise Vaughn",,"6886 Embarcadero Lane",Carlsbad,CA,92011,760-271-9200,33.016928,-116.846046,0.33," ",Carlsbad,CA,"San Diego County",92018
"Desert Rose Salon And Spa","Eufora semi exclusive","659 E 15Th Street Suite J",Upland,CA,91786,909-985-4505,34.117924818182,-117.64247472727,1,"659 E 15th St",Upland,CA,"San Bernardino County",91786
"Design Ramon Hair Studio",,"4405 East Ray Rd",Phoenix,AZ,85044,"(480) 763-5588",33.320273,-111.98850166667,1,"4405 E Ray Rd",Phoenix,AZ,"Maricopa County",85044
"Designs at the Cabin","Eufora semi exclusive","115 West St","N Manchester",IN,46962,"(260) 982-4200",,,0,,,,,
"Designs By Amy  Hair 6","Eufora semi exclusive","1611 Refset Dr",Janesville,WI,53545,"(608) 758-2828",42.711626061224,-89.002473755102,1,"1611 Refset Dr",Janesville,WI,"Rock County",53545
"Detail Salon",,"1639 Meridian Ave Suite B","San Jose",CA,95125,408-264-3384,37.292868076923,-121.91352446154,1,"1639 Meridian Ave","San Jose",CA,"Santa Clara County",95125
"Details Salon Couture","Eufora semi exclusive","34985 Detroit Rd",Avon,OH,44011,440-937-7600,41.453191590604,-81.997553073826,1,"34985 Detroit Rd",Avon,OH,"Lorain County",44011
"Deuce Gibb Salon","Eufora semi exclusive","337 Bridge Street","New Cumberland",PA,17070,"(717) 774-9464",40.227270365854,-76.86556295122,1,"337 Bridge St","New Cumberland",PA,"Cumberland County",17070
"Devi Hair Studio","Eufora exclusive","27 S Northwest Hwy","Park Ridge",IL,60068,847-787-8678,42.011029916667,-87.829225458333,1,"27 S Northwest Hwy","Park Ridge",IL,"Cook County",60068
Diversity,"Eufora semi exclusive","25380 Marguerite Pkwy Suite J","Mission Viejo",CA,92691,949-581-4048,33.593712471698,-117.6596090566,1,"25380 Marguerite Pkwy","Mission Viejo",CA,"Orange County",92692
"Divinity Salon And Bou",,"583 S   Coast Highway 101",Encinitas,CA,92024,760-436-2932,33.045771122449,-117.29381677551,1,"583 S Coast Highway 101",Encinitas,CA,"San Diego County",92024
"Dixies Hair Salon",,"301 Lafayette Blvd",Fredericksburg,VA,22401,540-361-7442,38.298551946735,-77.457894934294,1,"301 Lafayette Blvd",Fredericksburg,VA,"Fredericksburg city",22401
"DK Salon and Spa","Eufora semi exclusive","5701 Newbury St",Baltimore,MD,21209,410-377-4300,39.367816,-76.652498,1,"5701 Newbury St",Baltimore,MD,"Baltimore city",21209
"DKM Salon And Spa","Eufora exclusive","21736 Lorain Rd","Fairview Park",OH,44126,440-331-2395,41.442296636364,-81.862345545455,1,"21736 Lorain Rd",Cleveland,OH,"Cuyahoga County",44126
"Dolled Up And Dapper",,"385 E Hist Columbia River Hwy",Troutdale,OR,97060,503-887-7970,45.525007,-122.390049,0.33," ",Troutdale,OR,"Multnomah County",97060
"Dolly Quinn Salon And Spa","Eufora exclusive","6823 Camino Principal",Tucson,AZ,85750,520-298-9197,32.271355,-110.992051,0.33," ",Tucson,AZ,"Pima County",85705
"Don Franco Hair Co",,"2381 E Hill Rd","Grand Blanc",MI,48439,810-694-8300,42.94445003125,-83.65913828125,1,"2381 E Hill Rd","Grand Blanc",MI,"Genesee County",48439
"Doo  Zoo","Eufora exclusive","707 W Belden",Chicago,IL,60114,708-642-0698,41.883073,-87.629149,0.33," ",Chicago,IL,"Cook County",60602
